unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"2F7F2B42-AD80-E08F-E063-4804A8C05A49","360000","2024-06-03","RG7 1WP","T","N","F","","26","TABBY DRIVE","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-AD80-E08F-E063-4804A8C05A49/current"
"12A8BAB5-E5B9-2125-E063-4804A8C08CC1","365000","2024-01-19","RG7 1WP","T","N","F","","62","TABBY DRIVE","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB5-E5B9-2125-E063-4804A8C08CC1/current"
"2D4D7608-A01B-BDF9-E063-4804A8C0672F","367500","2024-12-13","RG7 1WQ","T","N","F","","25","TABBY DRIVE","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7608-A01B-BDF9-E063-4804A8C0672F/current"
"2F7F2B42-AD7E-E08F-E063-4804A8C05A49","375000","2024-11-01","RG7 1WQ","T","N","F","","65","TABBY DRIVE","THREE MILE CROSS","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-AD7E-E08F-E063-4804A8C05A49/current"
"34222871-F7FE-4D2B-E063-4704A8C07853","650000","2024-11-07","RG7 1WS","D","N","F","","16","PRIORS GARDENS","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222871-F7FE-4D2B-E063-4704A8C07853/current"
"2859C1AB-8585-52B4-E063-4804A8C05948","475000","2024-05-31","RG7 1WS","S","N","F","","18","PRIORS GARDENS","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8585-52B4-E063-4804A8C05948/current"
"2D4D7608-A067-BDF9-E063-4804A8C0672F","625000","2024-12-20","RG7 1WT","S","N","F","","12","WILDER CRESCENT","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7608-A067-BDF9-E063-4804A8C0672F/current"
"237B17FD-A425-22AC-E063-4804A8C0EA3A","720000","2024-08-30","RG7 1WW","D","N","F","","5","SAXON CLOSE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/237B17FD-A425-22AC-E063-4804A8C0EA3A/current"
"2D4D7608-A0CD-BDF9-E063-4804A8C0672F","260000","2024-12-19","RG7 1XB","F","N","L","FLAT 4","137","FULLBROOK AVENUE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7608-A0CD-BDF9-E063-4804A8C0672F/current"
"2859C1AC-D9EB-52B4-E063-4804A8C05948","258000","2024-10-31","RG7 1XB","O","N","L","FLAT 2","141","FULLBROOK AVENUE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","B","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AC-D9EB-52B4-E063-4804A8C05948/current"
"25E9DA80-6BB3-555E-E063-4704A8C066F2","260000","2024-02-16","RG7 1XB","F","N","L","FLAT 4","141","FULLBROOK AVENUE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA80-6BB3-555E-E063-4704A8C066F2/current"
"25E9DA80-6BB7-555E-E063-4704A8C066F2","245000","2024-10-10","RG7 1XB","F","N","L","FLAT 2","143","FULLBROOK AVENUE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA80-6BB7-555E-E063-4704A8C066F2/current"
"3DCCB7C9-F983-5B9D-E063-4704A8C0331E","1295000","2024-08-16","RG7 1XS","D","N","F","","BANKS COTTAGE","DEVILS HIGHWAY","RISELEY","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-F983-5B9D-E063-4704A8C0331E/current"
"3DCCB7C9-A1B9-5B9D-E063-4704A8C0331E","620000","2024-10-03","RG7 1YT","D","Y","F","","1","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-A1B9-5B9D-E063-4704A8C0331E/current"
"42C129E4-37C3-60A9-E063-4804A8C0C25D","600000","2024-12-20","RG7 1YT","D","Y","F","","3","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E4-37C3-60A9-E063-4804A8C0C25D/current"
"2ACACE8C-93B8-295E-E063-4804A8C0B0EB","725000","2024-03-28","RG7 1YT","D","Y","F","","6","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-93B8-295E-E063-4804A8C0B0EB/current"
"2ACACE8C-93B9-295E-E063-4804A8C0B0EB","735000","2024-03-28","RG7 1YT","D","Y","F","","8","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-93B9-295E-E063-4804A8C0B0EB/current"
"3DCCB7C9-A1BB-5B9D-E063-4704A8C0331E","618420","2024-09-27","RG7 1YT","D","Y","F","","10","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-A1BB-5B9D-E063-4704A8C0331E/current"
"2ACACE8C-93E4-295E-E063-4804A8C0B0EB","675000","2024-06-07","RG7 1YT","D","Y","F","","12","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-93E4-295E-E063-4804A8C0B0EB/current"
"402A3A65-848C-A7DF-E063-4804A8C0B80D","640000","2024-06-28","RG7 1YT","D","Y","F","","18","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A65-848C-A7DF-E063-4804A8C0B80D/current"
"3DCCB7C9-A1B5-5B9D-E063-4704A8C0331E","635000","2024-09-30","RG7 1YT","D","Y","F","","20","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-A1B5-5B9D-E063-4704A8C0331E/current"
"3DCCB7C9-A186-5B9D-E063-4704A8C0331E","650000","2024-06-28","RG7 1YT","S","Y","F","","22","COPENHAGEN RISE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-A186-5B9D-E063-4704A8C0331E/current"
